 2.10  0.60   3.3
 2.10  0.70   5.0
 2.10  0.80   1.8
 2.10  0.90   6.8
 2.10  1.00   0.1
 2.40  0.00  24.1
 2.40  0.10   0.0
 2.40  0.20   0.0
 2.40  0.30   4.6
 2.40  0.40   4.2
 2.40  0.50   7.0
 2.40  0.60   3.6
 2.40  0.70   4.6
 2.40  0.80   9.0
 2.40  0.90  12.8
 2.40  1.00   0.0
 2.70  0.00  58.3
 2.70  0.10   0.0
 2.70  0.20   0.0
 2.70  0.30   0.0
 2.70  0.40   0.0
 2.70  0.50   1.6
 2.70  0.60   0.8
 2.70  0.70   1.6
 2.70  0.80   6.6
 2.70  0.90   1.2
 2.70  1.00   0.0
 3.00  0.00   0.0
 3.00  0.10   0.0
 3.00  0.20   0.0
 3.00  0.30   0.0
 3.00  0.40   0.0
 3.00  0.50   0.0
 3.00  0.60   0.0
 3.00  0.70   0.0
 3.00  0.80   0.0
 3.00  0.90   0.0
 3.00  1.00   0.0
 3.30  0.00   0.0
 3.30  0.10   0.0
 3.30  0.20   0.0
 3.30  0.30   0.0
 3.30  0.40   0.0
 3.30  0.50   0.0
 3.30  0.60   0.0
 3.30  0.70   0.0
 3.30  0.80   0.0
 3.30  0.90   0.0
 3.30  1.00   0.0
 3.60  0.00   0.0
 3.60  0.10   0.0
 3.60  0.20   0.0
 3.60  0.30   0.0
 3.60  0.40   0.0
 3.60  0.50   0.0
 3.60  0.60   0.0
 3.60  0.70   0.0
 3.60  0.80   0.0
 3.60  0.90   0.0
 3.60  1.00   0.0
 3.90  0.00   0.0
 3.90  0.10   0.0
 3.90  0.20   0.0
 3.90  0.30   0.0
 3.90  0.40   0.0
 3.90  0.50   0.0
 3.90  0.60   0.0
 3.90  0.70   0.0
 3.90  0.80   0.0
 3.90  0.90   0.0
 3.90  1.00   0.0
 4.20  0.00   0.0
 4.20  0.10   0.0
 4.20  0.20   0.0
 4.20  0.30   0.0
 4.20  0.40   0.0
 4.20  0.50   0.0
 4.20  0.60   0.0
 4.20  0.70   0.0
 4.20  0.80   0.0
 4.20  0.90   0.0
 4.20  1.00   0.0
 4.50  0.00   0.0
 4.50  0.10   0.0
 4.50  0.20   0.0
 4.50  0.30   0.0
 4.50  0.40   0.0
 4.50  0.50   0.0
 4.50  0.60   0.0
 4.50  0.70   0.0
 4.50  0.80   0.0
 4.50  0.90   0.0
 4.50  1.00   0.0
 4.80  0.00   0.0
 4.80  0.10   0.0
 4.80  0.20   0.0
 4.80  0.30   0.0
 4.80  0.40   0.0
 4.80  0.50   0.0
 4.80  0.60   0.0
 4.80  0.70   0.0
 4.80  0.80   0.0
 4.80  0.90   0.0
 4.80  1.00   0.0
 5.10  0.00   0.0
 5.10  0.10   0.0
 5.10  0.20   0.0
 5.10  0.30   0.0
 5.10  0.40   0.0
 5.10  0.50   0.0
 5.10  0.60   0.0
 5.10  0.70   0.0
 5.10  0.80   0.0
 5.10  0.90   0.0
 5.10  1.00   0.0
 5.40  0.00   0.0
 5.40  0.10   0.0
 5.40  0.20   0.0
 5.40  0.30   0.0
 5.40  0.40   0.0
 5.40  0.50   0.0
 5.40  0.60   0.0
 5.40  0.70   0.0
 5.40  0.80   0.0
 5.40  0.90   0.0
 5.40  1.00   0.0
 5.70  0.00   0.0
 5.70  0.10   0.0
 5.70  0.20   0.0
 5.70  0.30   0.0
 5.70  0.40   0.0
 5.70  0.50   0.0
 5.70  0.60   0.0
 5.70  0.70   0.0
 5.70  0.80   0.0
 5.70  0.90   0.0
 5.70  1.00   0.0
